© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
CYP46A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RADA16-4G-BMHP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCDC12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGFA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
propranolol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMB9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PURB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kb-NB 142-70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leflunomide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFPQ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADRA1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DPH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTRA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LEO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pdgfr	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ginkgolide A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU3F1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEXIM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DHCR24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
corticosteroid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anethole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGAP11A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Nrg1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Uchl1os	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STS	N/A	N/A	N/A	N/A	N/A	0.0	N/A	N/A
Mt2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DRAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-491-5p (and other miRNAs w/seed GUGGGGA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GFAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-297	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
endothelin receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRT7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydroxyaminoindan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BANCR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBR3-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isocitric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTNND1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
creatine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ibutamoren	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SU5614	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hspa1b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cevimeline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BORCS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCEH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histone deacetylase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEDICA 16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MI-503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
740 Y-P	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BLU 9931	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLG4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WBP11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
D-alpha-hydroxyglutarate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRMT13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
agar	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fenfluramine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alisporivir	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
15-E2-isoketal modified phosphatidylethanolamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLOT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethosuximide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MRPS18B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eprenetapopt	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IAPP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OPA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZD5438	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2B5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pien tze huang methanol extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ripasudil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sos	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GY1-22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAMBPL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indoximod	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4'-chlorodiazepam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-diphenylacetoxy-1,1-dimethylpiperidinium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-202-3p (and other miRNAs w/seed GAGGUAU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLDN5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGRO 100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALKBH5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MTHFD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-454-3p inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-amino-2-norbornanecarboxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indirubin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TENM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nigericin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL4A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VPS26A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pterostilbene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H4-16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WIF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIGA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
barasertib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIERCE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DMTF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MPZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EEF1G	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPOR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNAJC24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diltiazem	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LCMT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MT-TE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KYL peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRM5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
thalidomide analog 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-1301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
norethindrone acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLN5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-(tridec-12-yn-1-ylthio)acetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rocaglaol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
meclofenamic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DISC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHCE/RHD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tcp4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2S1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCB-0846	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oxotremorine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LIN7C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFTPA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OMP-52M51	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-342-5p (and other miRNAs w/seed GGGGUGC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RS86	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diethyl fumarate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDC42BPB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMTC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPC4AP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Stat dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR3936HG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ONECUT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCDC88C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenacetin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Il8r	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quinpirole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vitamin K2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTK2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELENOS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CACNA1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
farnesyl pyrophosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPA2B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tnxa-ps1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-galactosidase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zearalenone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IDH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
guanosine triphosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NTNG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SB 559457	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRF-ELK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCHP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB7A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INPP5F	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK11B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GALNS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HHIP-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKR1B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triptonide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrahydrouridine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPHK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Muscarinic cholinergic receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SDF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CP 113818	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEPTIN5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hyodeoxycholic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERTAD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-423-5p inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CA074-methyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isoflurane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNX6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPL22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COPS7B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sun ginseng extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Collagen Alpha1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NBI 27914	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BHLH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
annonacin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCAPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sorafenib derivative SC-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBX2	N/A	N/A	N/A	N/A	0.0	N/A	N/A	N/A
DAB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK5RAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L 733060	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tolbutamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOP58	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
raclopride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KH-CB19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR2C2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-methoxyhonokiol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX2-OT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ginsenoside Rg3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACBD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chloropromazine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-192-5p (and other miRNAs w/seed UGACCUA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HS6ST1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
inostamycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AG-270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNJ12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
caseamembrin C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
flavokawain A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FANK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBR-470-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dihydroxyacetone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LY3214996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HJURP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
secondhand smoke	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetylapoaranotin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VCAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRI-AAT9-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PARP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRT1720	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITM2C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMPRSS6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC18A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KMT5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
androgen receptor antagonist (S)-11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N,N'-bis(2-aminoethyl)-1,3-propanediamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CUL7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR3662	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
selfotel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALKBH3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIK3C2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUAK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIC-DUX4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gpcr	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AICDA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
clusterin antisense oligonucleotide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF34	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IgG2b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aurothiomalate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetylcholinesterase inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BEX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAMBI	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
metalloproteinase inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEMA4A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-iodo-6-phenylpyrimidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclo(D-Arg-D-Arg-DThr(P)-Pip-Nal-Arg-Gln)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SYMPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
muscarine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLEKHM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HACE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
URGCP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Il2 beta gamma receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
homocysteine thiolactone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-aspartic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PEA15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZFHX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
collagenase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phytic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SB204990	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aumolertinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6'-OH-BDE-99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TWSG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mirin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNE-317	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
scoparone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
withania somnifera root extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MC-1568	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phosphoramidon	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMPRSS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB11FIP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ezogabine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOLR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFIC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-[2,3-bis(furan-2-yl)quinoxalin-6-yl]-3-(4-bromophenyl)urea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PECAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hedgehog	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MK 212	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GBX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHANK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DPYSL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
picrotoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IDH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
flacourtia indica methanol extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pregabalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAV1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pou3f1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIAM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAOA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EXOSC10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAGEB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRT6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nizatidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5,5-dimethyl-3-((2-propoxy)-4-methanesulfonylphenyl)-2(5H)-furanone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chlorisondamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mapk kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BEST4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XPA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU4F3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKACB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL2RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPZ005687	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
takinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCSK9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FM19G11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM106B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRC (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC17A7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tinostamustine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cd99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD160	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGB1BP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SV2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAML3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
